"EVENTO", "NOME", "INTENSIDADE", "PONTO", "GRAU_ATUAL", "GRAU_ORIGINAL", "RODADAS", "STATUS"
"EVENTO:", "Fuga520481907233520660130610980550715804692", 3, 41, 7, 22, 3, "ATIVO"
"EVENTO:", "Fuga520481907233520660130610980550715804692", 3, 41, 7, 22, 4, "COMPLETO"
"EVENTO:", "Briga180460213063313099030029142296357289815", 2, 46, 8, 28, 6, "ATIVO"
"EVENTO:", "Briga180460213063313099030029142296357289815", 2, 46, 8, 28, 8, "COMPLETO"
"EVENTO:", "Joalheiria Roubada9150105939440991549678055122305616500771", 1, 18, 13, 23, 9, "ATIVO"
"EVENTO:", "Joalheiria Roubada9150105939440991549678055122305616500771", 1, 18, 13, 23, 11, "COMPLETO"
"EVENTO:", "Joalheiria Roubada9315258947078944278915595531669353386880", 1, 42, 7, 20, 12, "ATIVO"
"EVENTO:", "Joalheiria Roubada9315258947078944278915595531669353386880", 1, 42, 7, 20, 13, "COMPLETO"
"EVENTO:", "Golpe de Estado6310499514570405735491670318866912478887", 1, 42, 7, 20, 15, "ATIVO"
"EVENTO:", "Golpe de Estado6310499514570405735491670318866912478887", 1, 42, 7, 20, 16, "COMPLETO"
"EVENTO:", "Joalheiria Roubada966092217479884111627778023417146836294", 2, 6, 6, 14, 18, "ATIVO"
"EVENTO:", "Joalheiria Roubada966092217479884111627778023417146836294", 2, 6, 6, 14, 20, "COMPLETO"
"EVENTO:", "Tiroteio18183505226979176423501207479058174197046", 2, 33, 7, 29, 21, "ATIVO"
"EVENTO:", "Tiroteio18183505226979176423501207479058174197046", 2, 33, 7, 29, 23, "COMPLETO"
"EVENTO:", "Resgate16323856603695721779216137438514090875094", 3, 27, 12, 24, 24, "ATIVO"
"EVENTO:", "Resgate16323856603695721779216137438514090875094", 3, 27, 12, 24, 25, "COMPLETO"
"EVENTO:", "Joalheiria Roubada9191564087606102529014757346651484348013", 1, 17, 11, 22, 27, "ATIVO"
"EVENTO:", "Joalheiria Roubada9191564087606102529014757346651484348013", 1, 17, 11, 22, 29, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea14165244455133410437123502113831301650599", 3, 23, 12, 19, 30, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea14165244455133410437123502113831301650599", 3, 23, 12, 19, 31, "COMPLETO"
"EVENTO:", "Golpe de Estado6187213769412516205744137862154221303939", 1, 28, 11, 23, 33, "ATIVO"
"EVENTO:", "Golpe de Estado6187213769412516205744137862154221303939", 1, 28, 11, 23, 33, "COMPLETO"
"EVENTO:", "Resgate16336164690172813825180715783176732496519", 1, 19, 11, 25, 36, "ATIVO"
"EVENTO:", "Resgate16336164690172813825180715783176732496519", 1, 19, 11, 25, 38, "COMPLETO"
"EVENTO:", "Quadrilha1541429815767116371287637014290979758366", 1, 18, 13, 23, 39, "ATIVO"
"EVENTO:", "Quadrilha1541429815767116371287637014290979758366", 1, 18, 13, 23, 41, "COMPLETO"
"EVENTO:", "Mulher em Trabalho de Parto11201715756091034733698888582841818502220", 1, 49, 8, 18, 42, "ATIVO"
"EVENTO:", "Mulher em Trabalho de Parto11201715756091034733698888582841818502220", 1, 49, 8, 18, 42, "COMPLETO"
"EVENTO:", "Exterm\xc3\xadnio476948524469229490839258142397125197142", 1, 15, 9, 18, 45, "ATIVO"
"EVENTO:", "Golpe de Estado648004071781113114245369768036164419853", 3, 30, 9, 24, 48, "ATIVO"
"EVENTO:", "Exterm\xc3\xadnio476948524469229490839258142397125197142", 1, 15, 9, 18, 48, "COMPLETO"
"EVENTO:", "Golpe de Estado648004071781113114245369768036164419853", 3, 30, 9, 24, 50, "COMPLETO"
"EVENTO:", "Fuga5142049979944612604381309282065817030965", 3, 1, 7, 25, 51, "ATIVO"
"EVENTO:", "Fuga5142049979944612604381309282065817030965", 3, 1, 7, 25, 52, "COMPLETO"
"EVENTO:", "Mulher em Trabalho de Parto11204200317281162647397012082351406245588", 1, 1, 7, 25, 54, "ATIVO"
"EVENTO:", "Mulher em Trabalho de Parto11204200317281162647397012082351406245588", 1, 1, 7, 25, 55, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea14319410026022038652981583209320876284115", 3, 40, 6, 22, 57, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea14319410026022038652981583209320876284115", 3, 40, 6, 22, 59, "COMPLETO"
"EVENTO:", "Corrida de Rua2166243605105141975453142154236466816392", 2, 1, 7, 25, 60, "ATIVO"
"EVENTO:", "Corrida de Rua2166243605105141975453142154236466816392", 2, 1, 7, 25, 61, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea1491143525864671267206137560455009360842", 2, 18, 13, 23, 63, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea1491143525864671267206137560455009360842", 2, 18, 13, 23, 65, "COMPLETO"
"EVENTO:", "Fuga511029140799167836791991114295832510684", 1, 49, 8, 18, 66, "ATIVO"
"EVENTO:", "Fuga511029140799167836791991114295832510684", 1, 49, 8, 18, 66, "COMPLETO"
"EVENTO:", "Joalheiria Roubada958142904476258515742570673910813997449", 2, 34, 9, 25, 69, "ATIVO"
"EVENTO:", "Joalheiria Roubada958142904476258515742570673910813997449", 2, 34, 9, 25, 69, "COMPLETO"
"EVENTO:", "Briga1339014059724663887132805215435478254735", 1, 28, 11, 23, 72, "ATIVO"
"EVENTO:", "Briga1339014059724663887132805215435478254735", 1, 28, 11, 23, 72, "COMPLETO"
"EVENTO:", "Briga1301680131968029853318351947820426263477", 1, 5, 8, 23, 75, "ATIVO"
"EVENTO:", "Briga1301680131968029853318351947820426263477", 1, 5, 8, 23, 75, "COMPLETO"
"EVENTO:", "Ladr\xc3\xa3o1087979109934016405162464299958005692504", 1, 52, 6, 21, 78, "ATIVO"
"EVENTO:", "Ladr\xc3\xa3o1087979109934016405162464299958005692504", 1, 52, 6, 21, 78, "COMPLETO"
"EVENTO:", "Resgate1665316801740689009599099817377497364134", 3, 36, 9, 20, 81, "ATIVO"
"EVENTO:", "Resgate1665316801740689009599099817377497364134", 3, 36, 9, 20, 82, "COMPLETO"
"EVENTO:", "Individuo Suspeito8173191579052306042226226913502236942612", 3, 11, 11, 18, 84, "ATIVO"
"EVENTO:", "Individuo Suspeito8173191579052306042226226913502236942612", 3, 11, 11, 18, 84, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea14252358647431970066746403576994425947096", 2, 3, 11, 23, 87, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea14252358647431970066746403576994425947096", 2, 3, 11, 23, 88, "COMPLETO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o397787480949561066883923815736445200920", 1, 39, 11, 24, 90, "ATIVO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o397787480949561066883923815736445200920", 1, 39, 11, 24, 91, "COMPLETO"
"EVENTO:", "Individuo Suspeito882393298831493316155539651579316141601", 2, 44, 7, 22, 93, "ATIVO"
"EVENTO:", "Individuo Suspeito882393298831493316155539651579316141601", 2, 44, 7, 22, 94, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente1949318048519802845595479510769765738414", 1, 2, 5, 21, 96, "ATIVO"
"EVENTO:", "Mulher em Trabalho de Parto11219680874755037543476080716466406810245", 3, 30, 9, 24, 99, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente1949318048519802845595479510769765738414", 1, 2, 5, 21, 99, "COMPLETO"
"EVENTO:", "Mulher em Trabalho de Parto11219680874755037543476080716466406810245", 3, 30, 9, 24, 101, "COMPLETO"
