"EVENTO", "NOME", "INTENSIDADE", "PONTO", "GRAU_ATUAL", "GRAU_ORIGINAL", "RODADAS", "STATUS"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o375490999825255396268025127130791839651", 2, 24, 12, 24, 3, "ATIVO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o375490999825255396268025127130791839651", 2, 24, 12, 24, 4, "COMPLETO"
"EVENTO:", "Quadrilha15276690308399665626543428045458097436545", 3, 16, 10, 22, 6, "ATIVO"
"EVENTO:", "Quadrilha15276690308399665626543428045458097436545", 3, 16, 10, 22, 7, "COMPLETO"
"EVENTO:", "Briga180432208489020058069581761114134693953", 2, 27, 5, 20, 9, "ATIVO"
"EVENTO:", "Briga180432208489020058069581761114134693953", 2, 27, 5, 20, 10, "COMPLETO"
"EVENTO:", "Golpe de Estado661527681833426835651454953975037569712", 2, 32, 8, 18, 12, "ATIVO"
"EVENTO:", "Golpe de Estado661527681833426835651454953975037569712", 2, 32, 8, 18, 13, "COMPLETO"
"EVENTO:", "Exterm\xc3\xadnio4298475055228932072489686048838723007086", 2, 15, 10, 24, 15, "ATIVO"
"EVENTO:", "Exterm\xc3\xadnio4298475055228932072489686048838723007086", 2, 15, 10, 24, 16, "COMPLETO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3138551230602910430957287157910418107642", 2, 14, 10, 21, 18, "ATIVO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3138551230602910430957287157910418107642", 2, 14, 10, 21, 19, "COMPLETO"
"EVENTO:", "Corrida de Rua2311412983187104744104546013244699733229", 1, 40, 10, 22, 21, "ATIVO"
"EVENTO:", "Corrida de Rua2311412983187104744104546013244699733229", 1, 40, 10, 22, 21, "COMPLETO"
"EVENTO:", "Mulher em Trabalho de Parto1135656860809503800136627709036250738109", 3, 48, 8, 17, 24, "ATIVO"
"EVENTO:", "Mulher em Trabalho de Parto1135656860809503800136627709036250738109", 3, 48, 8, 17, 25, "COMPLETO"
"EVENTO:", "Navio Afundando12313825849756903752058569100340323086602", 2, 43, 5, 16, 27, "ATIVO"
"EVENTO:", "Navio Afundando12313825849756903752058569100340323086602", 2, 43, 5, 16, 28, "COMPLETO"
"EVENTO:", "Corrida de Rua286481406430554965642348005370954154024", 3, 19, 9, 20, 30, "ATIVO"
"EVENTO:", "Corrida de Rua286481406430554965642348005370954154024", 3, 19, 9, 20, 32, "COMPLETO"
"EVENTO:", "Hospital em Chamas7194979944850667148512018677122432679816", 3, 18, 11, 18, 33, "ATIVO"
"EVENTO:", "Hospital em Chamas7194979944850667148512018677122432679816", 3, 18, 11, 18, 34, "COMPLETO"
"EVENTO:", "Navio Afundando1295540878399195738020234771859289048888", 3, 34, 6, 15, 36, "ATIVO"
"EVENTO:", "Navio Afundando1295540878399195738020234771859289048888", 3, 34, 6, 15, 38, "COMPLETO"
"EVENTO:", "Individuo Suspeito8126090105099465504683749467871975696932", 3, 10, 9, 25, 39, "ATIVO"
"EVENTO:", "Individuo Suspeito8126090105099465504683749467871975696932", 3, 10, 9, 25, 39, "COMPLETO"
"EVENTO:", "Fuga572722878354229347849924282707200084291", 3, 19, 9, 20, 42, "ATIVO"
"EVENTO:", "Fuga572722878354229347849924282707200084291", 3, 19, 9, 20, 44, "COMPLETO"
"EVENTO:", "Ladr\xc3\xa3o106501426378059407186149547703079895264", 3, 35, 7, 19, 45, "ATIVO"
"EVENTO:", "Ladr\xc3\xa3o106501426378059407186149547703079895264", 3, 35, 7, 19, 45, "COMPLETO"
"EVENTO:", "Soldado Ferido17107395249596991109497477504314194800373", 3, 51, 6, 19, 48, "ATIVO"
"EVENTO:", "Soldado Ferido17107395249596991109497477504314194800373", 3, 51, 6, 19, 49, "COMPLETO"
"EVENTO:", "Corrida de Rua281965258608336874845236736747269331170", 1, 47, 9, 21, 51, "ATIVO"
"EVENTO:", "Corrida de Rua281965258608336874845236736747269331170", 1, 47, 9, 21, 52, "COMPLETO"
"EVENTO:", "Joalheiria Roubada9162814635360161274276339959208048392789", 2, 40, 10, 22, 54, "ATIVO"
"EVENTO:", "Joalheiria Roubada9162814635360161274276339959208048392789", 2, 40, 10, 22, 54, "COMPLETO"
"EVENTO:", "Soldado Ferido17139024941329467060306854873954482256939", 1, 34, 6, 15, 57, "ATIVO"
"EVENTO:", "Soldado Ferido17139024941329467060306854873954482256939", 1, 34, 6, 15, 59, "COMPLETO"
"EVENTO:", "Quadrilha15295039759535444646437725160688764459118", 1, 40, 10, 22, 60, "ATIVO"
"EVENTO:", "Quadrilha15295039759535444646437725160688764459118", 1, 40, 10, 22, 60, "COMPLETO"
"EVENTO:", "Mulher em Trabalho de Parto11135693350936101939395073669209115024966", 1, 23, 8, 18, 63, "ATIVO"
"EVENTO:", "Mulher em Trabalho de Parto11135693350936101939395073669209115024966", 1, 23, 8, 18, 65, "COMPLETO"
"EVENTO:", "Corrida de Rua2336679599848189834084434194793703777745", 2, 48, 8, 17, 66, "ATIVO"
"EVENTO:", "Corrida de Rua2336679599848189834084434194793703777745", 2, 48, 8, 17, 67, "COMPLETO"
"EVENTO:", "Corrida de Rua2338339147258081479007771677452369119833", 3, 16, 10, 22, 69, "ATIVO"
"EVENTO:", "Corrida de Rua2338339147258081479007771677452369119833", 3, 16, 10, 22, 70, "COMPLETO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13274281865441225275545842864519472751840", 2, 28, 7, 27, 72, "ATIVO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13274281865441225275545842864519472751840", 2, 28, 7, 27, 73, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea14337287425742887215708155670428615318164", 1, 43, 5, 16, 75, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea14337287425742887215708155670428615318164", 1, 43, 5, 16, 76, "COMPLETO"
"EVENTO:", "Exterm\xc3\xadnio4110710937265920356716585556457974918625", 1, 2, 4, 27, 78, "ATIVO"
"EVENTO:", "Exterm\xc3\xadnio4110710937265920356716585556457974918625", 1, 2, 4, 27, 80, "COMPLETO"
"EVENTO:", "Hospital em Chamas7265112929937109485450254095827818505507", 3, 41, 7, 17, 81, "ATIVO"
