"EVENTO", "NOME", "INTENSIDADE", "PONTO", "GRAU_ATUAL", "GRAU_ORIGINAL", "RODADAS", "STATUS"
"EVENTO:", "V\xc3\xadtima de Acidente19169267754786912022300622767184575350298", 1, 28, 3, 10, 3, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente19169267754786912022300622767184575350298", 1, 28, 3, 10, 5, "COMPLETO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial1390812491027109344727473220229285717045", 1, 27, 5, 10, 6, "ATIVO"
"EVENTO:", "Corrida de Rua2201934593131781564263121079983342488693", 2, 16, 7, 18, 9, "ATIVO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial1390812491027109344727473220229285717045", 1, 27, 5, 10, 9, "COMPLETO"
"EVENTO:", "Corrida de Rua2201934593131781564263121079983342488693", 2, 16, 7, 18, 11, "COMPLETO"
"EVENTO:", "Joalheiria Roubada9286397664251878027051432982073409195031", 3, 9, 4, 14, 12, "ATIVO"
"EVENTO:", "Joalheiria Roubada9286397664251878027051432982073409195031", 2, 9, 4, 14, 12, "COMPLETO"
"EVENTO:", "Fuga5259234739232094062683444446518386105435", 3, 27, 5, 10, 15, "ATIVO"
"EVENTO:", "Quadrilha15309205926325828040164762888933786350435", 1, 25, 6, 12, 18, "ATIVO"
"EVENTO:", "Fuga5259234739232094062683444446518386105435", 2, 27, 5, 10, 18, "COMPLETO"
"EVENTO:", "Quadrilha15309205926325828040164762888933786350435", 1, 25, 6, 12, 20, "COMPLETO"
"EVENTO:", "Individuo Suspeito8215902131458247724194385749590059955726", 2, 10, 5, 6, 21, "ATIVO"
"EVENTO:", "Individuo Suspeito8215902131458247724194385749590059955726", 2, 10, 5, 6, 22, "COMPLETO"
"EVENTO:", "Soldado Ferido17114667473748667672324163712248709735766", 1, 13, 10, 14, 24, "ATIVO"
"EVENTO:", "Soldado Ferido17114667473748667672324163712248709735766", 1, 13, 10, 14, 25, "COMPLETO"
"EVENTO:", "Fuga538679929248259746225827062646132607615", 1, 11, 7, 11, 27, "ATIVO"
"EVENTO:", "Fuga538679929248259746225827062646132607615", 1, 11, 7, 11, 28, "COMPLETO"
"EVENTO:", "Quadrilha15333763746113923039770088710453037912861", 2, 11, 7, 11, 30, "ATIVO"
"EVENTO:", "Quadrilha15333763746113923039770088710453037912861", 2, 11, 7, 11, 31, "COMPLETO"
"EVENTO:", "Golpe de Estado619892526784641716426364814485939546169", 3, 20, 4, 10, 33, "ATIVO"
"EVENTO:", "Golpe de Estado619892526784641716426364814485939546169", 2, 20, 4, 10, 34, "COMPLETO"
"EVENTO:", "Hospital em Chamas7213002610181333897964178363947676176265", 1, 4, 6, 14, 36, "ATIVO"
"EVENTO:", "Hospital em Chamas7213002610181333897964178363947676176265", 1, 4, 6, 14, 38, "COMPLETO"
"EVENTO:", "Hospital em Chamas7140371707646397706956975577385171955755", 2, 25, 6, 12, 39, "ATIVO"
"EVENTO:", "Hospital em Chamas7140371707646397706956975577385171955755", 2, 25, 6, 12, 41, "COMPLETO"
"EVENTO:", "Briga1289817454526922829750284183072181750505", 3, 19, 6, 11, 42, "ATIVO"
"EVENTO:", "Briga1289817454526922829750284183072181750505", 2, 19, 6, 11, 44, "COMPLETO"
"EVENTO:", "Resgate16210797999805315365578300780726123939757", 1, 1, 4, 17, 45, "ATIVO"
"EVENTO:", "Resgate16210797999805315365578300780726123939757", 1, 1, 4, 17, 45, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente1957535640117089278531077158129060831832", 1, 15, 7, 9, 48, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente1957535640117089278531077158129060831832", 1, 15, 7, 9, 48, "COMPLETO"
"EVENTO:", "Assalto087616965668283287114095276265089441349", 3, 5, 7, 10, 51, "ATIVO"
"EVENTO:", "Assalto087616965668283287114095276265089441349", 2, 5, 7, 10, 51, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea14135631355171376213840785357760166030248", 1, 17, 8, 13, 54, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea14135631355171376213840785357760166030248", 1, 17, 8, 13, 54, "COMPLETO"
"EVENTO:", "Assalto0205703629693166906601025067430365283577", 2, 23, 8, 12, 57, "ATIVO"
"EVENTO:", "Assalto0205703629693166906601025067430365283577", 2, 23, 8, 12, 58, "COMPLETO"
"EVENTO:", "Mulher em Trabalho de Parto1135111934489919239838192741165333512487", 2, 25, 6, 12, 60, "ATIVO"
"EVENTO:", "Mulher em Trabalho de Parto1135111934489919239838192741165333512487", 2, 25, 6, 12, 62, "COMPLETO"
"EVENTO:", "Hospital em Chamas7300349788770334939032085403744193883650", 1, 26, 3, 8, 63, "ATIVO"
"EVENTO:", "Hospital em Chamas7300349788770334939032085403744193883650", 1, 26, 3, 8, 64, "COMPLETO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13319761895439694550023582664712492980105", 3, 3, 7, 14, 66, "ATIVO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13319761895439694550023582664712492980105", 2, 3, 7, 14, 68, "COMPLETO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3270702982409039367437664174039362067613", 3, 17, 8, 13, 69, "ATIVO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3270702982409039367437664174039362067613", 2, 17, 8, 13, 69, "COMPLETO"
"EVENTO:", "Individuo Suspeito8182863114770529619768585976109094527427", 2, 28, 3, 10, 72, "ATIVO"
"EVENTO:", "Individuo Suspeito8182863114770529619768585976109094527427", 2, 28, 3, 10, 74, "COMPLETO"
"EVENTO:", "Hospital em Chamas7255991280051011924164178859401465384929", 1, 27, 5, 10, 75, "ATIVO"
"EVENTO:", "Navio Afundando12109448968050376601476282821904138978033", 1, 21, 5, 10, 78, "ATIVO"
"EVENTO:", "Hospital em Chamas7255991280051011924164178859401465384929", 1, 27, 5, 10, 78, "COMPLETO"
"EVENTO:", "Navio Afundando12109448968050376601476282821904138978033", 1, 21, 5, 10, 79, "COMPLETO"
"EVENTO:", "Tiroteio1845747599443239437795246667215136554039", 3, 13, 10, 14, 81, "ATIVO"
"EVENTO:", "Tiroteio1845747599443239437795246667215136554039", 2, 13, 10, 14, 82, "COMPLETO"
"EVENTO:", "Assalto0221909509402341843984339825418709394255", 3, 29, 2, 10, 84, "ATIVO"
"EVENTO:", "Assalto0221909509402341843984339825418709394255", 2, 29, 2, 10, 84, "COMPLETO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13285518421648356349020118698127114370542", 2, 11, 7, 11, 87, "ATIVO"
