"EVENTO", "NOME", "INTENSIDADE", "PONTO", "GRAU_ATUAL", "GRAU_ORIGINAL", "RODADAS", "STATUS"
"EVENTO:", "Fuga5123983248183182730926191917412001861525", 3, 5, 6, 8, 3, "ATIVO"
"EVENTO:", "Fuga5123983248183182730926191917412001861525", 2, 5, 6, 8, 4, "COMPLETO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13261494229616067391274320305022072576499", 1, 2, 4, 5, 6, "ATIVO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13261494229616067391274320305022072576499", 1, 2, 4, 5, 6, "COMPLETO"
"EVENTO:", "Soldado Ferido17225040299845377443657537194693532126654", 2, 2, 4, 5, 9, "ATIVO"
"EVENTO:", "Soldado Ferido17225040299845377443657537194693532126654", 2, 2, 4, 5, 9, "COMPLETO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3163881989377643351765862171812732649438", 1, 2, 4, 5, 12, "ATIVO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3163881989377643351765862171812732649438", 1, 2, 4, 5, 12, "COMPLETO"
"EVENTO:", "Fuga5122636698830875302059568657736394933018", 1, 4, 5, 5, 15, "ATIVO"
"EVENTO:", "Fuga5122636698830875302059568657736394933018", 1, 4, 5, 5, 15, "COMPLETO"
"EVENTO:", "Joalheiria Roubada9267589253479140452065618402081671938433", 1, 10, 4, 7, 18, "ATIVO"
"EVENTO:", "Joalheiria Roubada9267589253479140452065618402081671938433", 1, 10, 4, 7, 19, "COMPLETO"
"EVENTO:", "Corrida de Rua2309591311960043786712371763605616880164", 2, 6, 3, 6, 21, "ATIVO"
"EVENTO:", "Corrida de Rua2309591311960043786712371763605616880164", 2, 6, 3, 6, 23, "COMPLETO"
"EVENTO:", "Briga132881811302527536118417157430286493849", 1, 11, 4, 6, 24, "ATIVO"
"EVENTO:", "Briga132881811302527536118417157430286493849", 1, 11, 4, 6, 26, "COMPLETO"
"EVENTO:", "Resgate16214792427088260659767193278193378263538", 3, 14, 3, 4, 27, "ATIVO"
"EVENTO:", "Resgate16214792427088260659767193278193378263538", 2, 14, 3, 4, 28, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente19335536678534657383639946307723490823871", 1, 12, 3, 6, 30, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente19335536678534657383639946307723490823871", 1, 12, 3, 6, 31, "COMPLETO"
"EVENTO:", "Exterm\xc3\xadnio4114312375848668821474647879677510302749", 3, 3, 4, 6, 33, "ATIVO"
"EVENTO:", "Exterm\xc3\xadnio4114312375848668821474647879677510302749", 2, 3, 4, 6, 34, "COMPLETO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13174357442615646821201307391164910547605", 1, 10, 4, 7, 36, "ATIVO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13174357442615646821201307391164910547605", 1, 10, 4, 7, 37, "COMPLETO"
"EVENTO:", "Navio Afundando1292475310699160149505738633933236871736", 1, 6, 3, 6, 39, "ATIVO"
"EVENTO:", "Navio Afundando1292475310699160149505738633933236871736", 1, 6, 3, 6, 41, "COMPLETO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o323932187975158539477347319751079085735", 2, 6, 3, 6, 42, "ATIVO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o323932187975158539477347319751079085735", 2, 6, 3, 6, 44, "COMPLETO"
"EVENTO:", "Navio Afundando1290623553717730938345821055718915942201", 2, 9, 3, 7, 45, "ATIVO"
"EVENTO:", "Navio Afundando1290623553717730938345821055718915942201", 2, 9, 3, 7, 46, "COMPLETO"
"EVENTO:", "Navio Afundando12195855257500803912501367082229548490445", 1, 3, 4, 6, 48, "ATIVO"
"EVENTO:", "Navio Afundando12195855257500803912501367082229548490445", 1, 3, 4, 6, 49, "COMPLETO"
"EVENTO:", "Mulher em Trabalho de Parto1159360886678819791575311467212267487925", 2, 5, 6, 8, 51, "ATIVO"
"EVENTO:", "Mulher em Trabalho de Parto1159360886678819791575311467212267487925", 2, 5, 6, 8, 52, "COMPLETO"
"EVENTO:", "Mulher em Trabalho de Parto1199283330828795951174939871848288660625", 3, 10, 4, 7, 54, "ATIVO"
"EVENTO:", "Mulher em Trabalho de Parto1199283330828795951174939871848288660625", 2, 10, 4, 7, 55, "COMPLETO"
"EVENTO:", "Corrida de Rua2218581341800217801009870280185664552748", 2, 8, 3, 5, 57, "ATIVO"
"EVENTO:", "Corrida de Rua2218581341800217801009870280185664552748", 2, 8, 3, 5, 58, "COMPLETO"
"EVENTO:", "Corrida de Rua2198673605266165152785972203821824306688", 1, 4, 5, 5, 60, "ATIVO"
"EVENTO:", "Corrida de Rua2198673605266165152785972203821824306688", 1, 4, 5, 5, 60, "COMPLETO"
"EVENTO:", "Corrida de Rua2305189800848406955392779653946106629010", 3, 1, 3, 3, 63, "ATIVO"
"EVENTO:", "Corrida de Rua2305189800848406955392779653946106629010", 2, 1, 3, 3, 65, "COMPLETO"
"EVENTO:", "Ladr\xc3\xa3o10146477694327057210298504333260696300289", 3, 4, 5, 5, 66, "ATIVO"
"EVENTO:", "Ladr\xc3\xa3o10146477694327057210298504333260696300289", 2, 4, 5, 5, 66, "COMPLETO"
"EVENTO:", "Ladr\xc3\xa3o10198473854917637829084539447031174488612", 2, 3, 4, 6, 69, "ATIVO"
"EVENTO:", "Ladr\xc3\xa3o10198473854917637829084539447031174488612", 2, 3, 4, 6, 70, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea14191497126945256738457474405477413488174", 2, 11, 4, 6, 72, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea14191497126945256738457474405477413488174", 2, 11, 4, 6, 74, "COMPLETO"
"EVENTO:", "Navio Afundando12194455409024202703665831602372401639926", 2, 2, 4, 5, 75, "ATIVO"
"EVENTO:", "Navio Afundando12194455409024202703665831602372401639926", 2, 2, 4, 5, 75, "COMPLETO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13132245533313480164524159237477881163965", 2, 7, 3, 7, 78, "ATIVO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13132245533313480164524159237477881163965", 2, 7, 3, 7, 78, "COMPLETO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial1325364101032053823572095757698274934874", 2, 4, 5, 5, 81, "ATIVO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial1325364101032053823572095757698274934874", 2, 4, 5, 5, 81, "COMPLETO"
"EVENTO:", "Joalheiria Roubada9117652986410690815581332883405752464366", 1, 10, 4, 7, 84, "ATIVO"
"EVENTO:", "Joalheiria Roubada9117652986410690815581332883405752464366", 1, 10, 4, 7, 85, "COMPLETO"
"EVENTO:", "Hospital em Chamas7223787123133315429485929167113963718084", 2, 1, 3, 3, 87, "ATIVO"
"EVENTO:", "Hospital em Chamas7223787123133315429485929167113963718084", 2, 1, 3, 3, 89, "COMPLETO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o35050490138652834374161739140855738692", 2, 4, 5, 5, 90, "ATIVO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o35050490138652834374161739140855738692", 2, 4, 5, 5, 90, "COMPLETO"
"EVENTO:", "Navio Afundando12158364736740680555578106506701082929480", 2, 5, 6, 8, 93, "ATIVO"
"EVENTO:", "Navio Afundando12158364736740680555578106506701082929480", 2, 5, 6, 8, 94, "COMPLETO"
"EVENTO:", "Resgate164725811634551766113445381704614054334", 3, 6, 3, 6, 96, "ATIVO"
"EVENTO:", "Resgate164725811634551766113445381704614054334", 2, 6, 3, 6, 98, "COMPLETO"
"EVENTO:", "Soldado Ferido17298979698222845304726691121914900831255", 3, 3, 4, 6, 99, "ATIVO"
"EVENTO:", "Soldado Ferido17298979698222845304726691121914900831255", 2, 3, 4, 6, 100, "COMPLETO"
"EVENTO:", "Golpe de Estado637182219835603517120136485877464779235", 2, 3, 4, 6, 102, "ATIVO"
"EVENTO:", "Golpe de Estado637182219835603517120136485877464779235", 2, 3, 4, 6, 103, "COMPLETO"
"EVENTO:", "Hospital em Chamas7177168555968580072357267965156157216773", 1, 9, 3, 7, 105, "ATIVO"
"EVENTO:", "Hospital em Chamas7177168555968580072357267965156157216773", 1, 9, 3, 7, 106, "COMPLETO"
"EVENTO:", "Golpe de Estado676113631487130692274268001294874365779", 1, 1, 3, 3, 108, "ATIVO"
"EVENTO:", "Golpe de Estado676113631487130692274268001294874365779", 1, 1, 3, 3, 110, "COMPLETO"
"EVENTO:", "Mulher em Trabalho de Parto1186661169987525447915185684083086358521", 1, 8, 3, 5, 111, "ATIVO"
"EVENTO:", "Mulher em Trabalho de Parto1186661169987525447915185684083086358521", 1, 8, 3, 5, 112, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea14170019633711466240644141355714504633446", 3, 4, 5, 5, 114, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea14170019633711466240644141355714504633446", 2, 4, 5, 5, 114, "COMPLETO"
"EVENTO:", "Exterm\xc3\xadnio4268589602773140158078594329187995780562", 1, 3, 4, 6, 117, "ATIVO"
"EVENTO:", "Exterm\xc3\xadnio4268589602773140158078594329187995780562", 1, 3, 4, 6, 118, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea14274754026865458330193920183022538306389", 3, 7, 3, 7, 120, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea14274754026865458330193920183022538306389", 2, 7, 3, 7, 120, "COMPLETO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13337613773270185941536386664671812488602", 3, 14, 3, 4, 123, "ATIVO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13337613773270185941536386664671812488602", 2, 14, 3, 4, 124, "COMPLETO"
"EVENTO:", "Individuo Suspeito8203269395082275877148595038577303225581", 1, 5, 6, 8, 126, "ATIVO"
"EVENTO:", "Individuo Suspeito8203269395082275877148595038577303225581", 1, 5, 6, 8, 127, "COMPLETO"
"EVENTO:", "Hospital em Chamas7235711228489920142408845619440066102244", 3, 6, 3, 6, 129, "ATIVO"
