"EVENTO", "NOME", "INTENSIDADE", "PONTO", "GRAU_ATUAL", "GRAU_ORIGINAL", "RODADAS", "STATUS"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3201051582907677037224399974740305506299", 3, 4, 16, 33, 3, "ATIVO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3201051582907677037224399974740305506299", 3, 4, 16, 33, 4, "COMPLETO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3137222618553075905574802247677953522548", 1, 56, 18, 33, 6, "ATIVO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3137222618553075905574802247677953522548", 1, 56, 18, 33, 6, "COMPLETO"
"EVENTO:", "Corrida de Rua2126271029327988453753650622525090649094", 1, 29, 19, 31, 9, "ATIVO"
"EVENTO:", "Corrida de Rua2126271029327988453753650622525090649094", 1, 29, 19, 31, 9, "COMPLETO"
"EVENTO:", "Corrida de Rua2254125145038678818889553920993936377348", 1, 13, 15, 32, 12, "ATIVO"
"EVENTO:", "Corrida de Rua2254125145038678818889553920993936377348", 1, 13, 15, 32, 13, "COMPLETO"
"EVENTO:", "Ladr\xc3\xa3o10228456873322167085132485478925846634308", 2, 22, 19, 33, 15, "ATIVO"
"EVENTO:", "Ladr\xc3\xa3o10228456873322167085132485478925846634308", 2, 22, 19, 33, 15, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente19319182598091540852827267469034922684086", 3, 44, 13, 32, 18, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente19319182598091540852827267469034922684086", 3, 44, 13, 32, 20, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente19155242592568200729233809374810442737209", 3, 47, 11, 35, 21, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente19155242592568200729233809374810442737209", 3, 47, 11, 35, 22, "COMPLETO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13268571289030774376687671307514295909777", 2, 17, 16, 28, 24, "ATIVO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13268571289030774376687671307514295909777", 2, 17, 16, 28, 24, "COMPLETO"
"EVENTO:", "Navio Afundando12219896443031343963499797014857599681408", 2, 22, 19, 33, 27, "ATIVO"
"EVENTO:", "Navio Afundando12219896443031343963499797014857599681408", 2, 22, 19, 33, 27, "COMPLETO"
"EVENTO:", "Hospital em Chamas7250721320228312425529971131780441442536", 3, 27, 15, 25, 30, "ATIVO"
"EVENTO:", "Hospital em Chamas7250721320228312425529971131780441442536", 3, 27, 15, 25, 31, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente19104110707460264750123836435676493119131", 2, 17, 16, 28, 33, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente19104110707460264750123836435676493119131", 2, 17, 16, 28, 33, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente19241258296056492820513505708988317152871", 3, 15, 18, 28, 36, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente19241258296056492820513505708988317152871", 3, 15, 18, 28, 37, "COMPLETO"
"EVENTO:", "Exterm\xc3\xadnio4135005336372394478328031883336145946702", 3, 20, 18, 39, 39, "ATIVO"
"EVENTO:", "Exterm\xc3\xadnio4135005336372394478328031883336145946702", 3, 20, 18, 39, 40, "COMPLETO"
"EVENTO:", "Exterm\xc3\xadnio4123941163299522374793254781151143029298", 2, 25, 18, 24, 42, "ATIVO"
"EVENTO:", "Exterm\xc3\xadnio4123941163299522374793254781151143029298", 2, 25, 18, 24, 42, "COMPLETO"
"EVENTO:", "Tiroteio18219596079753190792548326156584338473781", 1, 48, 13, 35, 45, "ATIVO"
"EVENTO:", "Tiroteio18219596079753190792548326156584338473781", 1, 48, 13, 35, 47, "COMPLETO"
"EVENTO:", "Fuga5170353342897556276094218238972047985547", 3, 74, 6, 37, 48, "ATIVO"
"EVENTO:", "Fuga5170353342897556276094218238972047985547", 3, 74, 6, 37, 48, "COMPLETO"
"EVENTO:", "Navio Afundando12272417263542782870892758563207642723546", 1, 71, 7, 32, 51, "ATIVO"
"EVENTO:", "Navio Afundando12272417263542782870892758563207642723546", 1, 71, 7, 32, 51, "COMPLETO"
"EVENTO:", "Individuo Suspeito851684661063854248677594953432843807903", 1, 50, 9, 27, 54, "ATIVO"
"EVENTO:", "Individuo Suspeito851684661063854248677594953432843807903", 1, 50, 9, 27, 56, "COMPLETO"
"EVENTO:", "Corrida de Rua2330086555689843835376393174722408058246", 1, 45, 16, 41, 57, "ATIVO"
"EVENTO:", "Corrida de Rua2330086555689843835376393174722408058246", 1, 45, 16, 41, 58, "COMPLETO"
"EVENTO:", "Corrida de Rua264160155108082014949513586632090792566", 1, 36, 21, 36, 60, "ATIVO"
"EVENTO:", "Corrida de Rua264160155108082014949513586632090792566", 1, 36, 21, 36, 60, "COMPLETO"
"EVENTO:", "Golpe de Estado610625328782403411429171947281710977751", 3, 18, 11, 20, 63, "ATIVO"
"EVENTO:", "Golpe de Estado610625328782403411429171947281710977751", 3, 18, 11, 20, 64, "COMPLETO"
"EVENTO:", "Joalheiria Roubada9296956763233989710875657835848342433882", 3, 55, 10, 29, 66, "ATIVO"
"EVENTO:", "Joalheiria Roubada9296956763233989710875657835848342433882", 3, 55, 10, 29, 68, "COMPLETO"
"EVENTO:", "Briga1173437245795363335026464015663352063775", 3, 69, 5, 33, 69, "ATIVO"
"EVENTO:", "Briga1173437245795363335026464015663352063775", 3, 69, 5, 33, 69, "COMPLETO"
"EVENTO:", "Tiroteio18212304326617084868195428706677337873092", 3, 69, 5, 33, 72, "ATIVO"
"EVENTO:", "Tiroteio18212304326617084868195428706677337873092", 3, 69, 5, 33, 72, "COMPLETO"
"EVENTO:", "Fuga574849815435744117685360300211450858175", 2, 30, 18, 31, 75, "ATIVO"
"EVENTO:", "Fuga574849815435744117685360300211450858175", 2, 30, 18, 31, 75, "COMPLETO"
"EVENTO:", "Exterm\xc3\xadnio4121030943677552880853742665666884847875", 2, 73, 7, 28, 78, "ATIVO"
"EVENTO:", "Exterm\xc3\xadnio4121030943677552880853742665666884847875", 2, 73, 7, 28, 79, "COMPLETO"
"EVENTO:", "Fuga514034543174488129746807051520935584328", 3, 46, 13, 30, 81, "ATIVO"
"EVENTO:", "Fuga514034543174488129746807051520935584328", 3, 46, 13, 30, 82, "COMPLETO"
"EVENTO:", "Golpe de Estado6118272208957652762505682033495405609131", 3, 5, 16, 30, 84, "ATIVO"
"EVENTO:", "Golpe de Estado6118272208957652762505682033495405609131", 3, 5, 16, 30, 85, "COMPLETO"
"EVENTO:", "Fuga5213086684469954014510024401801002775324", 3, 9, 20, 37, 87, "ATIVO"
"EVENTO:", "Fuga5213086684469954014510024401801002775324", 3, 9, 20, 37, 88, "COMPLETO"
"EVENTO:", "Quadrilha15124395016723837398879788836280632043020", 3, 53, 8, 29, 90, "ATIVO"
"EVENTO:", "Quadrilha15124395016723837398879788836280632043020", 3, 53, 8, 29, 91, "COMPLETO"
"EVENTO:", "Assalto045578211645461069292936941745964382012", 2, 8, 10, 28, 93, "ATIVO"
"EVENTO:", "Assalto045578211645461069292936941745964382012", 2, 8, 10, 28, 94, "COMPLETO"
"EVENTO:", "Exterm\xc3\xadnio4118159264552213961438539584545665601104", 2, 5, 16, 30, 96, "ATIVO"
"EVENTO:", "Exterm\xc3\xadnio4118159264552213961438539584545665601104", 2, 5, 16, 30, 97, "COMPLETO"
"EVENTO:", "Soldado Ferido17106937757759990299040848310168651156318", 3, 36, 21, 36, 99, "ATIVO"
"EVENTO:", "Soldado Ferido17106937757759990299040848310168651156318", 3, 36, 21, 36, 99, "COMPLETO"
"EVENTO:", "Fuga5312599486584512438012861939762688764111", 2, 51, 6, 22, 102, "ATIVO"
"EVENTO:", "Fuga5312599486584512438012861939762688764111", 2, 51, 6, 22, 103, "COMPLETO"
"EVENTO:", "Fuga5261918553690137269547952537449951216427", 2, 54, 11, 37, 105, "ATIVO"
"EVENTO:", "Fuga5261918553690137269547952537449951216427", 2, 54, 11, 37, 105, "COMPLETO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13323360127965843687175012126275214872602", 1, 6, 13, 33, 108, "ATIVO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13323360127965843687175012126275214872602", 1, 6, 13, 33, 108, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea14215942195402810629920540306381798886844", 3, 32, 21, 33, 111, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea14215942195402810629920540306381798886844", 3, 32, 21, 33, 111, "COMPLETO"
"EVENTO:", "Assalto0293473291083395346936468240438957999125", 3, 9, 20, 37, 114, "ATIVO"
"EVENTO:", "Assalto0293473291083395346936468240438957999125", 3, 9, 20, 37, 115, "COMPLETO"
"EVENTO:", "Quadrilha1534134682372589561996939884629676071957", 2, 6, 13, 33, 117, "ATIVO"
"EVENTO:", "Quadrilha1534134682372589561996939884629676071957", 2, 6, 13, 33, 117, "COMPLETO"
"EVENTO:", "Corrida de Rua240204566891934261514980239188078814731", 3, 5, 16, 30, 120, "ATIVO"
"EVENTO:", "Corrida de Rua240204566891934261514980239188078814731", 3, 5, 16, 30, 121, "COMPLETO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3219064704505415156010466608627646618833", 1, 32, 21, 33, 123, "ATIVO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3219064704505415156010466608627646618833", 1, 32, 21, 33, 123, "COMPLETO"
"EVENTO:", "Hospital em Chamas759713417593134995196905266111427095628", 2, 57, 12, 27, 126, "ATIVO"
"EVENTO:", "Hospital em Chamas759713417593134995196905266111427095628", 2, 57, 12, 27, 127, "COMPLETO"
"EVENTO:", "Golpe de Estado6232321825189466736823390614155740112934", 3, 71, 7, 32, 129, "ATIVO"
"EVENTO:", "Golpe de Estado6232321825189466736823390614155740112934", 3, 71, 7, 32, 129, "COMPLETO"
"EVENTO:", "Resgate16303595518768518645903817413644367870611", 1, 60, 6, 23, 132, "ATIVO"
"EVENTO:", "Resgate16303595518768518645903817413644367870611", 1, 60, 6, 23, 133, "COMPLETO"
"EVENTO:", "Tiroteio18297465308548091202841380690453071415468", 3, 62, 8, 33, 135, "ATIVO"
"EVENTO:", "Tiroteio18297465308548091202841380690453071415468", 3, 62, 8, 33, 136, "COMPLETO"
"EVENTO:", "Individuo Suspeito868637749689972183991961264765315886680", 2, 44, 13, 32, 138, "ATIVO"
"EVENTO:", "Individuo Suspeito868637749689972183991961264765315886680", 2, 44, 13, 32, 140, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente19278626823351737280436111620990709255652", 2, 73, 7, 28, 141, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente19278626823351737280436111620990709255652", 2, 73, 7, 28, 142, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente196873906691941437867176558364023076047", 3, 66, 4, 29, 144, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente196873906691941437867176558364023076047", 3, 66, 4, 29, 146, "COMPLETO"
"EVENTO:", "Ladr\xc3\xa3o10284218195997164554406597107570028858308", 2, 27, 15, 25, 147, "ATIVO"
"EVENTO:", "Ladr\xc3\xa3o10284218195997164554406597107570028858308", 2, 27, 15, 25, 148, "COMPLETO"
"EVENTO:", "Tiroteio18331406213682252848748242434447533223899", 1, 68, 4, 27, 150, "ATIVO"
"EVENTO:", "Tiroteio18331406213682252848748242434447533223899", 1, 68, 4, 27, 151, "COMPLETO"
"EVENTO:", "Ladr\xc3\xa3o10194670948049325961198808597642969162851", 2, 2, 13, 31, 153, "ATIVO"
"EVENTO:", "Ladr\xc3\xa3o10194670948049325961198808597642969162851", 2, 2, 13, 31, 154, "COMPLETO"
"EVENTO:", "Briga1100209198717165770102293827110134884680", 1, 40, 19, 28, 156, "ATIVO"
"EVENTO:", "Briga1100209198717165770102293827110134884680", 1, 40, 19, 28, 157, "COMPLETO"
"EVENTO:", "Resgate16239380267732582722609437754413914046056", 2, 53, 8, 29, 159, "ATIVO"
"EVENTO:", "Resgate16239380267732582722609437754413914046056", 2, 53, 8, 29, 160, "COMPLETO"
"EVENTO:", "Resgate16331565734763740917794058382420788701889", 2, 35, 18, 29, 162, "ATIVO"
"EVENTO:", "Resgate16331565734763740917794058382420788701889", 2, 35, 18, 29, 162, "COMPLETO"
"EVENTO:", "Assalto098953499442145556739786548210980632849", 3, 26, 20, 34, 165, "ATIVO"
"EVENTO:", "Assalto098953499442145556739786548210980632849", 3, 26, 20, 34, 165, "COMPLETO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3262022764303102471020673286872200250750", 1, 25, 18, 24, 168, "ATIVO"
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3262022764303102471020673286872200250750", 1, 25, 18, 24, 168, "COMPLETO"
"EVENTO:", "Fuga553141657758415098492694107356955469928", 3, 63, 8, 29, 171, "ATIVO"
"EVENTO:", "Fuga553141657758415098492694107356955469928", 3, 63, 8, 29, 172, "COMPLETO"
"EVENTO:", "Golpe de Estado6298242523623698859441662842588638554562", 1, 8, 10, 28, 174, "ATIVO"
"EVENTO:", "Golpe de Estado6298242523623698859441662842588638554562", 1, 8, 10, 28, 175, "COMPLETO"
"EVENTO:", "Fuga595688849293852794423937623921177189067", 1, 14, 17, 31, 177, "ATIVO"
"EVENTO:", "Fuga595688849293852794423937623921177189067", 1, 14, 17, 31, 178, "COMPLETO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13121226250278072545524722990769808488642", 1, 6, 13, 33, 180, "ATIVO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13121226250278072545524722990769808488642", 1, 6, 13, 33, 180, "COMPLETO"
"EVENTO:", "PM na \xc3\x81rea14153870666211318490641612617253905786079", 3, 20, 18, 39, 183, "ATIVO"
"EVENTO:", "PM na \xc3\x81rea14153870666211318490641612617253905786079", 3, 20, 18, 39, 184, "COMPLETO"
"EVENTO:", "Joalheiria Roubada973302640552565495315773623873538379075", 1, 52, 11, 25, 186, "ATIVO"
"EVENTO:", "Joalheiria Roubada973302640552565495315773623873538379075", 1, 52, 11, 25, 187, "COMPLETO"
"EVENTO:", "Mulher em Trabalho de Parto11203387553987367897909341067991119265102", 1, 19, 17, 33, 189, "ATIVO"
"EVENTO:", "Mulher em Trabalho de Parto11203387553987367897909341067991119265102", 1, 19, 17, 33, 189, "COMPLETO"
"EVENTO:", "Soldado Ferido17203229041629775821069129224292869237231", 3, 24, 20, 33, 192, "ATIVO"
"EVENTO:", "Soldado Ferido17203229041629775821069129224292869237231", 3, 24, 20, 33, 192, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente19182044577357699033085520405516929461093", 3, 73, 7, 28, 195, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente19182044577357699033085520405516929461093", 3, 73, 7, 28, 196, "COMPLETO"
"EVENTO:", "Quadrilha15292247155585663888338975384397029980593", 2, 43, 15, 32, 198, "ATIVO"
"EVENTO:", "Quadrilha15292247155585663888338975384397029980593", 2, 43, 15, 32, 199, "COMPLETO"
"EVENTO:", "Joalheiria Roubada943070054085960112850968907804534213278", 1, 6, 13, 33, 201, "ATIVO"
"EVENTO:", "Joalheiria Roubada943070054085960112850968907804534213278", 1, 6, 13, 33, 201, "COMPLETO"
"EVENTO:", "Briga1108580262903775632021001144266351868148", 2, 71, 7, 32, 204, "ATIVO"
"EVENTO:", "Briga1108580262903775632021001144266351868148", 2, 71, 7, 32, 204, "COMPLETO"
"EVENTO:", "Briga137894030975184441075817102091392997324", 3, 59, 6, 33, 207, "ATIVO"
"EVENTO:", "Briga137894030975184441075817102091392997324", 3, 59, 6, 33, 208, "COMPLETO"
"EVENTO:", "Hospital em Chamas7130010724862161341791299923440732437907", 1, 2, 13, 31, 210, "ATIVO"
"EVENTO:", "Hospital em Chamas7130010724862161341791299923440732437907", 1, 2, 13, 31, 211, "COMPLETO"
"EVENTO:", "Tiroteio1816899439431582780262667314952213342627", 1, 29, 19, 31, 213, "ATIVO"
"EVENTO:", "Tiroteio1816899439431582780262667314952213342627", 1, 29, 19, 31, 213, "COMPLETO"
"EVENTO:", "Hospital em Chamas7242322042775213097087951442759652786015", 3, 67, 4, 28, 216, "ATIVO"
"EVENTO:", "Hospital em Chamas7242322042775213097087951442759652786015", 3, 67, 4, 28, 218, "COMPLETO"
"EVENTO:", "Quadrilha15280251996085172786688792153364481999418", 1, 44, 13, 32, 219, "ATIVO"
"EVENTO:", "Quadrilha15280251996085172786688792153364481999418", 1, 44, 13, 32, 221, "COMPLETO"
"EVENTO:", "Tiroteio1866643369373539191579888223693282211369", 1, 58, 6, 30, 222, "ATIVO"
"EVENTO:", "Tiroteio1866643369373539191579888223693282211369", 1, 58, 6, 30, 223, "COMPLETO"
"EVENTO:", "Navio Afundando12143111840087169095588349561816536165007", 1, 10, 19, 32, 225, "ATIVO"
"EVENTO:", "Navio Afundando12143111840087169095588349561816536165007", 1, 10, 19, 32, 225, "COMPLETO"
"EVENTO:", "Golpe de Estado673507537123831787042160414761147899345", 1, 8, 10, 28, 228, "ATIVO"
"EVENTO:", "Golpe de Estado673507537123831787042160414761147899345", 1, 8, 10, 28, 229, "COMPLETO"
"EVENTO:", "Briga1272630835339228455153962303497768617151", 1, 72, 4, 24, 231, "ATIVO"
"EVENTO:", "Briga1272630835339228455153962303497768617151", 1, 72, 4, 24, 232, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente19185816553491610800263479982731515831976", 1, 42, 13, 30, 234, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente19185816553491610800263479982731515831976", 1, 42, 13, 30, 234, "COMPLETO"
"EVENTO:", "Fuga52659216076945580926337634979604022257", 3, 14, 17, 31, 237, "ATIVO"
"EVENTO:", "Fuga52659216076945580926337634979604022257", 3, 14, 17, 31, 238, "COMPLETO"
"EVENTO:", "Hospital em Chamas7298919590315563590008367177990915655741", 3, 72, 4, 24, 240, "ATIVO"
"EVENTO:", "Hospital em Chamas7298919590315563590008367177990915655741", 3, 72, 4, 24, 241, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente19285778911289455626813560803438838486080", 2, 68, 4, 27, 243, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente19285778911289455626813560803438838486080", 2, 68, 4, 27, 244, "COMPLETO"
"EVENTO:", "Tiroteio18238123245559811133709078727954005674529", 3, 51, 6, 22, 246, "ATIVO"
"EVENTO:", "Tiroteio18238123245559811133709078727954005674529", 3, 51, 6, 22, 247, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente1997862409057172322400820057687039313183", 2, 14, 17, 31, 249, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente1997862409057172322400820057687039313183", 2, 14, 17, 31, 250, "COMPLETO"
"EVENTO:", "Soldado Ferido17275510162027719853327010015584733702214", 3, 41, 16, 30, 252, "ATIVO"
"EVENTO:", "Soldado Ferido17275510162027719853327010015584733702214", 3, 41, 16, 30, 253, "COMPLETO"
"EVENTO:", "Individuo Suspeito8134815497422461578739335222372262266369", 1, 55, 10, 29, 255, "ATIVO"
"EVENTO:", "Individuo Suspeito8134815497422461578739335222372262266369", 1, 55, 10, 29, 257, "COMPLETO"
"EVENTO:", "Soldado Ferido17142270138581638108884400643768692540616", 3, 53, 8, 29, 258, "ATIVO"
"EVENTO:", "Soldado Ferido17142270138581638108884400643768692540616", 3, 53, 8, 29, 259, "COMPLETO"
"EVENTO:", "Resgate1682237210746982455668678024725351598145", 1, 20, 18, 39, 261, "ATIVO"
"EVENTO:", "Resgate1682237210746982455668678024725351598145", 1, 20, 18, 39, 262, "COMPLETO"
"EVENTO:", "Quadrilha1531928178992689907927047067479656053809", 2, 51, 6, 22, 264, "ATIVO"
"EVENTO:", "Quadrilha1531928178992689907927047067479656053809", 2, 51, 6, 22, 265, "COMPLETO"
"EVENTO:", "Exterm\xc3\xadnio4164745610286770549234940235787465231143", 1, 54, 11, 37, 267, "ATIVO"
"EVENTO:", "Exterm\xc3\xadnio4164745610286770549234940235787465231143", 1, 54, 11, 37, 267, "COMPLETO"
"EVENTO:", "Hospital em Chamas716242958106435990656921386765755095936", 2, 42, 13, 30, 270, "ATIVO"
"EVENTO:", "Hospital em Chamas716242958106435990656921386765755095936", 2, 42, 13, 30, 270, "COMPLETO"
"EVENTO:", "Corrida de Rua2270526420518261355220839590134009011080", 2, 24, 20, 33, 273, "ATIVO"
"EVENTO:", "Corrida de Rua2270526420518261355220839590134009011080", 2, 24, 20, 33, 273, "COMPLETO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial1360204179982849969569817765334270262118", 3, 31, 23, 34, 276, "ATIVO"
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial1360204179982849969569817765334270262118", 3, 31, 23, 34, 277, "COMPLETO"
"EVENTO:", "Quadrilha15170888090442032995576376550138402324833", 1, 37, 17, 25, 279, "ATIVO"
"EVENTO:", "Quadrilha15170888090442032995576376550138402324833", 1, 37, 17, 25, 281, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente19296513106426289528645622111731538659792", 1, 47, 11, 35, 282, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente19296513106426289528645622111731538659792", 1, 47, 11, 35, 283, "COMPLETO"
"EVENTO:", "Ladr\xc3\xa3o1092207721086511636547994585110493320134", 3, 49, 12, 25, 285, "ATIVO"
"EVENTO:", "Ladr\xc3\xa3o1092207721086511636547994585110493320134", 3, 49, 12, 25, 285, "COMPLETO"
"EVENTO:", "Mulher em Trabalho de Parto11284380357152173786797181712077392568247", 2, 57, 12, 27, 288, "ATIVO"
"EVENTO:", "Mulher em Trabalho de Parto11284380357152173786797181712077392568247", 2, 57, 12, 27, 289, "COMPLETO"
"EVENTO:", "Golpe de Estado685801541030774343879636217260904062401", 2, 56, 18, 33, 291, "ATIVO"
"EVENTO:", "Golpe de Estado685801541030774343879636217260904062401", 2, 56, 18, 33, 291, "COMPLETO"
"EVENTO:", "Ladr\xc3\xa3o10214902130420820402405196700700323673247", 3, 51, 6, 22, 294, "ATIVO"
"EVENTO:", "Ladr\xc3\xa3o10214902130420820402405196700700323673247", 3, 51, 6, 22, 295, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente19258455977480746639461926396176055931791", 1, 29, 19, 31, 297, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente19258455977480746639461926396176055931791", 1, 29, 19, 31, 297, "COMPLETO"
"EVENTO:", "V\xc3\xadtima de Acidente199032897069925631617256409669699926332", 1, 21, 21, 33, 300, "ATIVO"
"EVENTO:", "V\xc3\xadtima de Acidente199032897069925631617256409669699926332", 1, 21, 21, 33, 302, "COMPLETO"
"EVENTO:", "Individuo Suspeito81562570737175320544515061503991097441", 3, 60, 6, 23, 303, "ATIVO"
"EVENTO:", "Individuo Suspeito81562570737175320544515061503991097441", 3, 60, 6, 23, 304, "COMPLETO"
"EVENTO:", "Exterm\xc3\xadnio4266181297772123200645354765271277239761", 2, 70, 14, 31, 306, "ATIVO"
"EVENTO:", "Exterm\xc3\xadnio4266181297772123200645354765271277239761", 2, 70, 14, 31, 307, "COMPLETO"
"EVENTO:", "Corrida de Rua25628466438214409209267539938304091734", 2, 26, 20, 34, 309, "ATIVO"
"EVENTO:", "Corrida de Rua25628466438214409209267539938304091734", 2, 26, 20, 34, 309, "COMPLETO"
"EVENTO:", "Assalto0240289570266455300463288503905288276814", 3, 28, 21, 32, 312, "ATIVO"
"EVENTO:", "Assalto0240289570266455300463288503905288276814", 3, 28, 21, 32, 313, "COMPLETO"
"EVENTO:", "Golpe de Estado626641216581069432195714221740293655258", 2, 52, 11, 25, 315, "ATIVO"
"EVENTO:", "Golpe de Estado626641216581069432195714221740293655258", 2, 52, 11, 25, 316, "COMPLETO"
"EVENTO:", "Mulher em Trabalho de Parto11179837956981135392469816864543091040918", 3, 21, 21, 33, 318, "ATIVO"
"EVENTO:", "Mulher em Trabalho de Parto11179837956981135392469816864543091040918", 3, 21, 21, 33, 320, "COMPLETO"
"EVENTO:", "Corrida de Rua247556957225228556510624458634255570818", 3, 38, 13, 29, 321, "ATIVO"
"EVENTO:", "Corrida de Rua247556957225228556510624458634255570818", 3, 38, 13, 29, 322, "COMPLETO"
"EVENTO:", "Briga159253736998044559242053391954450475425", 2, 39, 17, 26, 324, "ATIVO"
"EVENTO:", "Briga159253736998044559242053391954450475425", 2, 39, 17, 26, 325, "COMPLETO"
"EVENTO:", "Soldado Ferido17182318935155163290939484163908536845990", 1, 44, 13, 32, 327, "ATIVO"
"EVENTO:", "Soldado Ferido17182318935155163290939484163908536845990", 1, 44, 13, 32, 329, "COMPLETO"
"EVENTO:", "Soldado Ferido178580420002231424461568716042089468676", 1, 54, 11, 37, 330, "ATIVO"
"EVENTO:", "Soldado Ferido178580420002231424461568716042089468676", 1, 54, 11, 37, 330, "COMPLETO"
"EVENTO:", "Golpe de Estado6289132819686762752966395355345341015366", 3, 24, 20, 33, 333, "ATIVO"
"EVENTO:", "Golpe de Estado6289132819686762752966395355345341015366", 3, 24, 20, 33, 333, "COMPLETO"
"EVENTO:", "Ladr\xc3\xa3o1054109789789231883999384496094474291672", 3, 62, 8, 33, 336, "ATIVO"
"EVENTO:", "Ladr\xc3\xa3o1054109789789231883999384496094474291672", 3, 62, 8, 33, 337, "COMPLETO"
